Race ID,Chamber,State,Congressional District,Year,R-D Victory Margin,Incumbent Running?,Geography,District PVI,Population\Square-Mile,Share African-American,Share Asian,Share College Educated,Share Hispanic,Share Non-Hispanic White,Unopposed D?,Unopposed R?,Vote Share of Last D Presidential Candidate,Vote Share of Last R House Candidate
H2016CA15,House,CA,15,2016,-47.54,Democrat,Extremely Urban,-16,1172.58,0.076216638,0.34700000000000003,0.45,0.22161181300000002,0.32559600899999996,0,0,0.6953,0.3019
H2016CA16,House,CA,16,2016,-16.06,Democrat,Extremely Urban,-7,247.54,0.066214345,0.091,0.122,0.6044017079999999,0.223083207,0,0,0.598,0.4927
H2016CA17,House,CA,17,2016,-100.0,Democrat,Extremely Urban,-20,3802.56,0.031223862999999998,0.547,0.57,0.161919877,0.24688077,1,0,0.7382,0.0
H2016CA18,House,CA,18,2016,-42.3,Democrat,Extremely Urban,-18,1009.75,0.02581845,0.23800000000000002,0.615,0.159418166,0.550621706,0,0,0.7024,0.3225
H2016CA19,House,CA,19,2016,-47.88,Democrat,Extremely Urban,-19,767.92,0.040276133,0.28600000000000003,0.355,0.413441658,0.251814367,0,0,0.7288,0.0
H2016CA20,House,CA,20,2016,-41.5,Open Seat,Extremely Urban,-21,144.21,0.028328372,0.053,0.27899999999999997,0.529484093,0.368188434,0,0,0.7302,0.0
H2016CA21,House,CA,21,2016,13.48,Republican,Extremely Urban,-2,104.44,0.044687737000000005,0.032,0.079,0.7473459840000001,0.16958670899999997,0,0,0.5566,0.5783
H2016CA22,House,CA,22,2016,35.14,Republican,Extremely Urban,10,603.29,0.040989432,0.08,0.24100000000000002,0.467199415,0.40094939700000004,0,0,0.4236,0.7204
H2016CA23,House,CA,23,2016,38.36,Republican,Extremely Urban,16,71.01,0.080992028,0.055,0.20800000000000002,0.37660047399999996,0.470917435,0,0,0.3699,0.7484
H2016CA24,House,CA,24,2016,-6.84,Open Seat,Extremely Urban,-4,102.12,0.026303108999999998,0.047,0.34,0.359676272,0.547088117,0,0,0.5566,0.4807
H2016CA25,House,CA,25,2016,6.26,Republican,Extremely Urban,3,415.8,0.096320227,0.086,0.278,0.372324079,0.427771978,0,0,0.4903,1.0
H2016CA26,House,CA,26,2016,-20.76,Democrat,Extremely Urban,-4,748.47,0.024824711,0.069,0.341,0.449872017,0.436210149,0,0,0.5527,0.4867
H2016CA27,House,CA,27,2016,-34.84,Democrat,Extremely Urban,-11,1004.29,0.055406217,0.38799999999999996,0.405,0.279490054,0.26427263100000004,0,0,0.6414,0.4064
H2016CA28,House,CA,28,2016,-55.98,Democrat,Extremely Urban,-20,3217.69,0.040417012,0.135,0.462,0.24241814,0.561817996,0,0,0.7262,0.0
H2016CA29,House,CA,29,2016,-100.0,Democrat,Extremely Urban,-25,7637.78,0.044876564,0.077,0.192,0.6883053179999999,0.184417902,1,0,0.7897,0.2539
H2016CA30,House,CA,30,2016,-45.28,Democrat,Extremely Urban,-14,5170.69,0.056921989000000006,0.131,0.424,0.289255202,0.49874077299999997,0,0,0.6704,0.3436
H2016CA31,House,CA,31,2016,-12.14,Democrat,Extremely Urban,-5,3220.79,0.127170324,0.079,0.22699999999999998,0.517661929,0.27140945899999996,0,0,0.5849,0.4827
H2016CA32,House,CA,32,2016,-100.0,Democrat,Extremely Urban,-12,5658.09,0.024874236,0.187,0.214,0.633532405,0.16282249099999999,1,0,0.6673,0.4034
H2016CA33,House,CA,33,2016,-32.88,Democrat,Extremely Urban,-11,2435.73,0.047931638,0.147,0.654,0.13017334,0.637800669,0,0,0.6222,0.4081
H2016CA34,House,CA,34,2016,-100.0,Democrat,Extremely Urban,-30,14748.3,0.054125007,0.19699999999999998,0.254,0.641595602,0.102728695,1,0,0.8548,0.0
H2016CA35,House,CA,35,2016,-44.78,Democrat,Extremely Urban,-15,4162.16,0.073039487,0.073,0.161,0.7150681609999999,0.130280515,0,0,0.6878,0.0
H2016CA36,House,CA,36,2016,-24.1,Democrat,Extremely Urban,1,118.88,0.056643289000000006,0.037000000000000005,0.20600000000000002,0.49846863700000005,0.40158796799999996,0,0,0.5163,0.4582
H2016CA37,House,CA,37,2016,-100.0,Democrat,Extremely Urban,-34,12719.94,0.251388729,0.107,0.369,0.380719751,0.252377968,1,0,0.8699,0.1572
H2016CA38,House,CA,38,2016,-40.96,Democrat,Extremely Urban,-12,6927.9,0.04246705,0.16,0.235,0.624847531,0.164028932,0,0,0.6629,0.4091
H2016CA39,House,CA,39,2016,14.46,Republican,Extremely Urban,5,3438.87,0.023730932000000003,0.313,0.41600000000000004,0.349247396,0.29966882,0,0,0.4811,0.6854
H2016CA40,House,CA,40,2016,-100.0,Democrat,Extremely Urban,-29,12184.16,0.051989010999999995,0.025,0.098,0.8761575220000001,0.049015515,1,0,0.8316,0.0
H2016CA41,House,CA,41,2016,-29.9,Democrat,Extremely Urban,-9,2220.59,0.10611160800000001,0.06,0.183,0.5797674660000001,0.250517012,0,0,0.6288,0.4336
H2016CA42,House,CA,42,2016,17.64,Republican,Extremely Urban,10,751.0,0.068265922,0.09300000000000001,0.25,0.381093591,0.42750304100000003,0,0,0.4229,0.6574
H2016CA43,House,CA,43,2016,-52.16,Democrat,Extremely Urban,-26,9758.49,0.23977357100000002,0.133,0.265,0.483054459,0.134670976,0,0,0.7959,0.2904
H2016CA44,House,CA,44,2016,-100.0,Open Seat,Extremely Urban,-32,8857.16,0.160279915,0.062,0.12300000000000001,0.694267392,0.067709533,1,0,0.8616,0.0
H2016CA45,House,CA,45,2016,17.12,Republican,Extremely Urban,7,2127.5,0.030161364,0.24600000000000002,0.56,0.17868188,0.5134897279999999,0,0,0.4397,0.6512
H2016CA46,House,CA,46,2016,-100.0,Open Seat,Extremely Urban,-9,9800.7,0.022792216,0.133,0.187,0.672773957,0.1754012,1,0,0.6291,0.40299999999999997
H2016CA47,House,CA,47,2016,-27.44,Democrat,Extremely Urban,-8,3251.03,0.082101904,0.23199999999999998,0.32,0.36280083700000004,0.305895963,0,0,0.6154,0.4401
H2016CA48,House,CA,48,2016,16.64,Republican,Extremely Urban,7,4831.97,0.017799089,0.187,0.446,0.20284995399999997,0.5631889760000001,0,0,0.4401,0.6412
H2016CA49,House,CA,49,2016,0.52,Republican,Extremely Urban,4,1270.89,0.0324478,0.07400000000000001,0.44,0.257723272,0.61480808,0,0,0.4659,0.6017
H2016CA50,House,CA,50,2016,26.9,Republican,Extremely Urban,14,252.18,0.034323134,0.057999999999999996,0.282,0.314410627,0.555648015,0,0,0.3837,0.7120000000000001
H2016CA51,House,CA,51,2016,-45.5,Democrat,Extremely Urban,-16,146.7,0.071339875,0.083,0.141,0.705640912,0.130551095,0,0,0.706,0.3121
H2016CA52,House,CA,52,2016,-13.06,Democrat,Extremely Urban,-2,2632.6,0.039963043999999996,0.201,0.574,0.157036811,0.574752018,0,0,0.5327,0.4841
H2016CA53,House,CA,53,2016,-34.02,Democrat,Extremely Urban,-10,5190.16,0.11090250300000001,0.139,0.37799999999999995,0.341927379,0.39268565,0,0,0.6278,0.4116
H2016CO01,House,CO,01,2016,-40.16,Democrat,Extremely Urban,-18,3788.93,0.093208864,0.036000000000000004,0.47600000000000003,0.276223302,0.576115306,0,0,0.7055,0.2897
H2016CO02,House,CO,02,2016,-19.72,Democrat,Quite Urban,-8,95.35,0.014234071000000001,0.033,0.5429999999999999,0.10501254300000001,0.8249918829999999,0,0,0.5945,0.4326
H2016CO03,House,CO,03,2016,14.25,Republican,,5,14.45,0.018720215,0.008,0.292,0.24589327,0.7057353359999999,0,0,0.4693,0.5798
H2016CO04,House,CO,04,2016,31.9,Republican,Quite Urban,11,18.86,0.01968424,0.022000000000000002,0.349,0.2183415,0.723494175,0,0,0.4012,0.6467
H2016CO05,House,CO,05,2016,31.42,Republican,Extremely Urban,13,98.88,0.08022891,0.027999999999999997,0.37,0.157716453,0.7134663240000001,0,0,0.3932,0.598
H2016CO06,House,CO,06,2016,8.31,Republican,Extremely Urban,-1,1513.62,0.10667005199999999,0.064,0.418,0.205839053,0.6183197770000001,0,0,0.526,0.519
H2016CO07,House,CO,07,2016,-15.38,Democrat,Extremely Urban,-5,2100.07,0.026745247000000003,0.033,0.325,0.284378588,0.637437176,0,0,0.5760000000000001,0.4493
H2016CT01,House,CT,01,2016,-30.36,Democrat,Extremely Urban,-13,1058.29,0.17089802,0.053,0.368,0.157824457,0.621503551,0,0,0.64,0.3608
H2016CT02,House,CT,02,2016,-29.57,Democrat,,-5,359.62,0.064337619,0.033,0.35100000000000003,0.08683331300000001,0.81246028,0,0,0.5675,0.3546
H2016CT03,House,CT,03,2016,-38.07,Democrat,Extremely Urban,-11,1519.79,0.148068056,0.044000000000000004,0.36200000000000004,0.159991845,0.645810577,0,0,0.633,0.3308
H2016CT04,House,CT,04,2016,-19.8,Democrat,Extremely Urban,-5,1551.49,0.144441336,0.055,0.488,0.19369059800000002,0.611727036,0,0,0.556,0.4624
H2016CT05,House,CT,05,2016,-15.99,Democrat,Extremely Urban,-3,572.7,0.078782655,0.038,0.363,0.171081215,0.708829192,0,0,0.5415,0.4584
H2016DE00,House,DE,00,2016,-14.56,Open Seat,Quite Urban,-8,460.82,0.236276522,0.031794096,0.31,0.09018176800000001,0.630461533,0,0,0.5943,0.3676
H2016FL01,House,FL,01,2016,38.2,Open Seat,Quite Urban,21,173.38,0.154807121,0.027000000000000003,0.27899999999999997,0.06313388,0.734636343,0,0,0.3054,0.7015
H2016FL02,House,FL,02,2016,37.38,Open Seat,Quite Rural,6,63.29,0.262400568,0.018000000000000002,0.23399999999999999,0.058818697999999996,0.645645269,0,0,0.4706,0.4935
H2016FL03,House,FL,03,2016,16.78,Republican,Quite Urban,14,195.59,0.150209755,0.035,0.259,0.08453138199999999,0.72184772,0,0,0.3782,0.6498
H2016FL04,House,FL,04,2016,42.57,Open Seat,Extremely Urban,19,443.77,0.161616042,0.046,0.392,0.08417082599999999,0.692423653,0,0,0.3572,0.7828
H2016FL05,House,FL,05,2016,-28.46,Open Seat,Quite Urban,-21,182.41,0.51268667,0.027999999999999997,0.214,0.142954141,0.315381151,0,0,0.7170000000000001,0.3453
H2016FL06,House,FL,06,2016,17.14,Republican,Extremely Urban,9,320.71,0.102646761,0.018000000000000002,0.239,0.07815408,0.787451007,0,0,0.4178,0.6254
H2016FL07,House,FL,07,2016,-2.95,Republican,Extremely Urban,4,1773.36,0.11447559300000001,0.047,0.37799999999999995,0.213606507,0.630285481,0,0,0.4762,0.636
H2016FL08,House,FL,08,2016,30.56,Republican,Extremely Urban,9,397.44,0.11007928800000001,0.022000000000000002,0.29,0.101188377,0.7561396159999999,0,0,0.4263,0.6584
H2016FL09,House,FL,09,2016,-14.96,Open Seat,Extremely Urban,-8,301.04,0.129215688,0.028999999999999998,0.24600000000000002,0.487374276,0.34385171700000006,0,0,0.6246,0.4311
H2016FL10,House,FL,10,2016,-29.74,Open Seat,Extremely Urban,6,1595.44,0.140288159,0.054000000000000006,0.303,0.192917466,0.610927287,0,0,0.4612,0.6154
H2016FL11,House,FL,11,2016,33.77,Republican,Quite Urban,11,291.82,0.08927571,0.013000000000000001,0.20600000000000002,0.09908261199999999,0.790327261,0,0,0.4061,0.6666
H2016FL12,House,FL,12,2016,37.18,Republican,Extremely Urban,7,811.0,0.06211862,0.027000000000000003,0.26899999999999996,0.13658046699999998,0.763454176,0,0,0.4534,0.0
H2016FL13,House,FL,13,2016,-3.8,Republican,Extremely Urban,1,3831.55,0.068754897,0.037000000000000005,0.278,0.100792959,0.782387368,0,0,0.5076,0.7522
H2016FL14,House,FL,14,2016,-23.58,Democrat,Extremely Urban,-13,2525.28,0.283800006,0.046,0.353,0.296063244,0.39933784299999997,0,0,0.6569,0.0
H2016FL15,House,FL,15,2016,14.92,Republican,Extremely Urban,6,640.42,0.144313455,0.031,0.258,0.17986398899999997,0.624461876,0,0,0.4611,0.6028
H2016FL16,House,FL,16,2016,19.54,Republican,Extremely Urban,6,538.45,0.076800972,0.022000000000000002,0.307,0.122399345,0.7787902320000001,0,0,0.4531,0.6154
H2016FL17,House,FL,17,2016,27.57,Republican,Quite Urban,10,124.98,0.108137786,0.013999999999999999,0.213,0.17604674399999998,0.6964253229999999,0,0,0.4157,0.6324
H2016FL18,House,FL,18,2016,10.53,Democrat,Extremely Urban,3,460.29,0.14168587300000002,0.023,0.305,0.149067953,0.679700492,0,0,0.4794,0.4022
H2016FL19,House,FL,19,2016,31.78,Open Seat,Extremely Urban,12,928.0,0.086192735,0.016,0.32299999999999995,0.202459887,0.690775183,0,0,0.3903,0.6455
H2016FL20,House,FL,20,2016,-60.62,Democrat,Extremely Urban,-29,322.24,0.550868392,0.03,0.19699999999999998,0.21844025,0.212403258,0,0,0.8293,0.184
H2016FL21,House,FL,21,2016,-27.57,Democrat,Extremely Urban,-10,2711.1,0.146520928,0.027000000000000003,0.34299999999999997,0.23530846800000002,0.576479309,0,0,0.609,0.0
H2016FL22,House,FL,22,2016,-17.88,Democrat,Extremely Urban,-3,4162.0,0.12659831300000002,0.033,0.379,0.23571071,0.610013392,0,0,0.5478,0.4197
H2016FL23,House,FL,23,2016,-16.21,Democrat,Extremely Urban,-9,3659.97,0.131478146,0.042,0.386,0.39725098,0.434377258,0,0,0.6187,0.3733
H2016FL24,House,FL,24,2016,-100.0,Democrat,Extremely Urban,-34,6804.9,0.5629821420000001,0.013000000000000001,0.19399999999999998,0.32414040000000005,0.11829266,1,0,0.8785,0.1016
H2016FL25,House,FL,25,2016,24.72,Republican,Extremely Urban,5,198.9,0.06607210599999999,0.011000000000000001,0.22699999999999998,0.709334195,0.211552033,0,0,0.4894,1.0
H2016FL26,House,FL,26,2016,11.78,Republican,Extremely Urban,1,318.74,0.108330041,0.018000000000000002,0.272,0.696543813,0.186558107,0,0,0.5337,0.5146
H2016FL27,House,FL,27,2016,9.78,Republican,Extremely Urban,2,6161.25,0.095949762,0.02,0.375,0.754312038,0.151441037,0,0,0.5337,1.0
H2016GA01,House,GA,01,2016,100.0,Republican,Quite Urban,9,86.68,0.314136297,0.02,0.25,0.061972976,0.594453219,0,1,0.4348,0.6091
H2016GA02,House,GA,02,2016,-22.46,Democrat,,-6,71.88,0.536852539,0.013000000000000001,0.17600000000000002,0.05178041,0.398707098,0,0,0.5895,0.4085
H2016GA03,House,GA,03,2016,36.7,Open Seat,,19,180.28,0.256262273,0.021,0.265,0.053798154,0.665778096,0,0,0.3337,1.0
H2016GA04,House,GA,04,2016,-51.44,Democrat,Extremely Urban,-21,1393.43,0.609787583,0.052000000000000005,0.298,0.09666465199999999,0.245952213,0,0,0.7419,0.0
H2016GA05,House,GA,05,2016,-68.88,Democrat,Extremely Urban,-32,2612.12,0.59021163,0.042,0.42,0.062992379,0.293406316,0,0,0.8402,0.0
H2016GA06,House,GA,06,2016,23.36,Republican,Extremely Urban,14,2316.16,0.143075451,0.11699999999999999,0.606,0.131782249,0.6048272920000001,0,0,0.3815,0.6604
H2016GA07,House,GA,07,2016,20.76,Republican,Extremely Urban,14,1762.5,0.2205185,0.139,0.396,0.183030844,0.45618151,0,0,0.3888,0.6539
H2016GA08,House,GA,08,2016,35.28,Republican,,15,79.43,0.310152233,0.015,0.218,0.066450417,0.6032545570000001,0,0,0.3784,0.9991
H2016GA09,House,GA,09,2016,100.0,Republican,Quite Rural,30,132.8,0.080041453,0.013000000000000001,0.21600000000000003,0.12537336300000002,0.770403528,0,1,0.2079,0.8067
H2016GA10,House,GA,10,2016,100.0,Republican,,14,97.51,0.265806556,0.021,0.267,0.054319017000000004,0.651595492,0,1,0.3674,0.6652
H2016GA11,House,GA,11,2016,34.82,Republican,Extremely Urban,19,645.95,0.168905914,0.035,0.41,0.104624934,0.676195643,0,0,0.3201,1.0
H2016GA12,House,GA,12,2016,23.2,Republican,,9,84.54,0.361275256,0.018000000000000002,0.209,0.062270559,0.552972323,0,0,0.4404,0.5475
H2016GA13,House,GA,13,2016,-100.0,Democrat,Extremely Urban,-16,967.87,0.597237229,0.026000000000000002,0.29600000000000004,0.11957667,0.265449066,1,0,0.6976,0.0
H2016GA14,House,GA,14,2016,100.0,Republican,,26,190.99,0.09683599300000001,0.011000000000000001,0.18100000000000002,0.113486849,0.766674999,0,1,0.2569,1.0
H2016HI01,House,HI,01,2016,-46.58,Democrat,Extremely Urban,-18,3252.54,0.041679125,0.562,0.36,0.08408510699999999,0.16771539900000001,0,0,0.7062,0.4743
H2016HI02,House,HI,02,2016,-58.53,Democrat,Quite Urban,-21,109.41,0.033015996,0.36200000000000004,0.278,0.123114228,0.286269512,0,0,0.7278,0.1794
H2016IA01,House,IA,01,2016,7.66,Republican,,-5,63.21,0.048740230999999995,0.018000000000000002,0.271,0.037116785,0.889250772,0,0,0.5694,0.4991
H2016IA02,House,IA,02,2016,-7.47,Democrat,,-4,62.11,0.052233695999999996,0.025,0.285,0.054555334000000004,0.859207353,0,0,0.5665,0.4649
H2016IA03,House,IA,03,2016,13.74,Republican,Quite Urban,0,86.65,0.0522817,0.033,0.331,0.067060202,0.840674787,0,0,0.5213,0.5187
H2016IA04,House,IA,04,2016,22.61,Republican,Quite Rural,5,33.47,0.022693893,0.023,0.247,0.064005315,0.8832042859999999,0,0,0.45899999999999996,0.6047
H2016ID01,House,ID,01,2016,36.36,Republican,Quite Urban,18,19.89,0.009220798,0.015,0.254,0.105428316,0.841008897,0,0,0.3316,0.6501
H2016ID02,House,ID,02,2016,33.52,Republican,Quite Urban,17,18.12,0.00980593,0.016,0.301,0.136922926,0.81024277,0,0,0.3405,0.6136
H2016IL01,House,IL,01,2016,-48.19,Democrat,Extremely Urban,-28,2758.78,0.523641467,0.019,0.289,0.09895086300000001,0.356427722,0,0,0.7964,0.2691
H2016IL02,House,IL,02,2016,-59.62,Democrat,Extremely Urban,-29,659.6,0.576960325,0.008,0.233,0.132577837,0.284881752,0,0,0.8135,0.2144
H2016IL03,House,IL,03,2016,-100.0,Democrat,Extremely Urban,-5,3005.37,0.057755220999999995,0.044000000000000004,0.26899999999999996,0.329675972,0.5674832710000001,1,0,0.5675,0.3544
H2016IL04,House,IL,04,2016,-100.0,Democrat,Extremely Urban,-29,13590.33,0.05044961,0.036000000000000004,0.245,0.70090884,0.21883949100000002,1,0,0.8255,0.2185
H2016IL05,House,IL,05,2016,-40.36,Democrat,Extremely Urban,-16,7447.63,0.03982418,0.073,0.547,0.20286147300000001,0.67994864,0,0,0.6748,0.3062
H2016IL06,House,IL,06,2016,18.44,Republican,Extremely Urban,4,1881.87,0.035651602000000004,0.096,0.522,0.11882766300000001,0.7461659279999999,0,0,0.4583,0.6714
H2016IL07,House,IL,07,2016,-68.48,Democrat,Extremely Urban,-36,11401.34,0.498263597,0.075,0.40700000000000003,0.14118956,0.280569954,0,0,0.8808,0.149
H2016IL08,House,IL,08,2016,-16.62,Open Seat,Extremely Urban,-8,3468.33,0.05501029599999999,0.13699999999999998,0.326,0.278316945,0.513494645,0,0,0.5839,0.4427
H2016IL09,House,IL,09,2016,-32.96,Democrat,Extremely Urban,-15,6766.14,0.093243785,0.131,0.532,0.113043912,0.640453405,0,0,0.6612,0.3391
H2016IL10,House,IL,10,2016,-5.21,Republican,Extremely Urban,-8,2377.79,0.077629574,0.109,0.441,0.224600315,0.581308252,0,0,0.5832,0.513
H2016IL11,House,IL,11,2016,-20.9,Democrat,Extremely Urban,-8,2537.15,0.12179777800000001,0.079,0.36,0.27163788699999997,0.52537311,0,0,0.5874,0.4654
H2016IL12,House,IL,12,2016,14.62,Republican,Quite Urban,0,142.33,0.18568880899999998,0.012,0.24,0.033056941,0.7620841070000001,0,0,0.5077,0.5246
H2016IL13,House,IL,13,2016,19.32,Republican,Quite Urban,0,123.03,0.129804015,0.04,0.302,0.030615797,0.7870041720000001,0,0,0.4985,0.5866
H2016IL14,House,IL,14,2016,18.6,Republican,Extremely Urban,5,446.18,0.041152552,0.044000000000000004,0.42100000000000004,0.112968057,0.795460411,0,0,0.4492,0.6541
H2016IL15,House,IL,15,2016,100.0,Republican,Quite Rural,14,48.5,0.05075229,0.008,0.20199999999999999,0.027590305,0.9097637609999999,0,1,0.348,0.7492
H2016IL16,House,IL,16,2016,100.0,Republican,Quite Urban,4,90.03,0.047209725,0.016,0.222,0.09492567199999999,0.83338348,0,1,0.4608,0.7062
H2016IL17,House,IL,17,2016,-20.62,Democrat,Quite Urban,-7,102.81,0.134614348,0.013999999999999999,0.187,0.091824263,0.757911408,0,0,0.5866,0.4453
H2016IL18,House,IL,18,2016,44.27,Republican,,11,67.78,0.043824423,0.027999999999999997,0.317,0.027577108,0.8929755290000001,0,0,0.3812,0.7472
H2016IN01,House,IN,01,2016,-100.0,Democrat,Extremely Urban,-10,622.65,0.20158550100000003,0.013000000000000001,0.226,0.151072934,0.629225605,1,0,0.6207,0.3584
H2016IN02,House,IN,02,2016,22.34,Republican,Quite Urban,6,181.99,0.08106118400000001,0.013000000000000001,0.20800000000000002,0.094304636,0.8004728329999999,0,0,0.4287,0.5894
H2016IN03,House,IN,03,2016,47.13,Open Seat,,13,172.33,0.072541937,0.022000000000000002,0.22899999999999998,0.060565539,0.83342846,0,0,0.3635,0.6579
H2016IN04,House,IN,04,2016,34.11,Republican,,11,113.41,0.047922622000000005,0.031,0.26,0.060120303,0.8561157620000001,0,0,0.3773,0.6687
H2016IN05,House,IN,05,2016,27.17,Republican,Extremely Urban,9,374.29,0.100314125,0.036000000000000004,0.45,0.044242922000000004,0.8130192629999999,0,0,0.4145,0.6521
H2016IN06,House,IN,06,2016,42.44,Republican,,12,116.07,0.036391362999999996,0.016,0.207,0.024414317999999997,0.917623167,0,0,0.3818,0.659
H2016IN07,House,IN,07,2016,-24.29,Democrat,Extremely Urban,-13,2371.06,0.313494951,0.032,0.235,0.107997589,0.542672745,0,0,0.6399,0.4177
H2016IN08,House,IN,08,2016,32.01,Republican,,8,99.29,0.052477617000000004,0.011000000000000001,0.213,0.022230236,0.9066155309999999,0,0,0.4041,0.6032
H2016IN09,House,IN,09,2016,13.68,Open Seat,,9,160.57,0.039250277,0.024,0.263,0.033262264,0.894244065,0,0,0.4157,0.6218
H2016KS01,House,KS,01,2016,100.0,Open Seat,,23,13.58,0.042507652,0.017,0.239,0.157910332,0.768702557,0,1,0.2825,0.6797
H2016KS02,House,KS,02,2016,28.38,Republican,,8,50.43,0.061851032,0.017,0.292,0.066525839,0.82520482,0,0,0.4303,0.5704
H2016KS03,House,KS,03,2016,10.7,Republican,Extremely Urban,6,942.01,0.10322135699999999,0.048,0.474,0.117286824,0.7242956009999999,0,0,0.4516,0.6002
H2016KS04,House,KS,04,2016,31.06,Republican,Quite Urban,14,49.83,0.086839788,0.033,0.295,0.12017849800000001,0.7391593340000001,0,0,0.3695,0.6666
H2016KY01,House,KY,01,2016,45.23,Open Seat,Extremely Rural,18,59.87,0.083334945,0.006999999999999999,0.157,0.026764216,0.876365994,0,0,0.3259,0.7312
H2016KY02,House,KY,02,2016,100.0,Republican,Quite Rural,16,100.75,0.073143005,0.016,0.209,0.031119047,0.8733570079999999,0,1,0.3567,0.6919
H2016KY03,House,KY,03,2016,-27.0,Democrat,Extremely Urban,-4,2264.58,0.23188275100000003,0.027999999999999997,0.309,0.049592908,0.682608895,0,0,0.5655,0.3557
H2016KY04,House,KY,04,2016,42.64,Republican,,16,165.09,0.045743282999999996,0.012,0.28300000000000003,0.033549248999999996,0.9013030870000001,0,0,0.3544,0.6773
H2016KY05,House,KY,05,2016,100.0,Republican,Extremely Rural,25,64.37,0.018098068999999998,0.004,0.124,0.010648251999999999,0.960216753,0,1,0.2363,0.7825
H2016KY06,House,KY,06,2016,22.18,Republican,Quite Urban,9,168.47,0.10370434099999999,0.02,0.317,0.04507349099999999,0.8209421509999999,0,0,0.4306,0.5999
H2016LA01,House,LA,01,2016,61.76,Republican,Extremely Urban,26,187.44,0.151920259,0.024,0.303,0.08720321199999999,0.720582033,0,0,0.2751,0.7756
H2016LA02,House,LA,02,2016,-100.0,Democrat,Extremely Urban,-23,595.62,0.618246555,0.025,0.23399999999999999,0.063019261,0.288008613,1,0,0.7688,0.0
H2016LA03,House,LA,03,2016,100.0,Open Seat,Quite Urban,19,108.2,0.260368824,0.015,0.21,0.037694734,0.676332442,0,1,0.3283,0.7867
H2016LA04,House,LA,04,2016,30.46,Open Seat,,13,60.76,0.352948219,0.01,0.19899999999999998,0.037103067999999996,0.585711406,0,0,0.4022,0.7343
H2016LA05,House,LA,05,2016,100.0,Republican,Quite Rural,15,52.28,0.36606609799999995,0.006999999999999999,0.168,0.022633411000000003,0.600379882,0,1,0.382,0.6422
H2016LA06,House,LA,06,2016,47.76,Republican,Quite Urban,21,187.31,0.255210996,0.022000000000000002,0.27899999999999997,0.04310165,0.667545556,0,0,0.3262,0.6243
H2016MA01,House,MA,01,2016,-100.0,Democrat,Quite Urban,-13,309.54,0.074749723,0.021,0.297,0.175168097,0.727687146,1,0,0.6511,0.0
H2016MA02,House,MA,02,2016,-100.0,Democrat,Quite Urban,-8,446.88,0.063432522,0.057,0.384,0.09279272,0.781008101,1,0,0.5996,0.0
H2016MA03,House,MA,03,2016,-35.87,Democrat,Extremely Urban,-6,959.96,0.047955885999999996,0.083,0.374,0.189497501,0.675750728,0,0,0.5788,0.3537
H2016MA04,House,MA,04,2016,-38.65,Democrat,Extremely Urban,-6,1088.65,0.037048981,0.063,0.51,0.047714941,0.84114744,0,0,0.5803,0.0
H2016MA05,House,MA,05,2016,-100.0,Democrat,Extremely Urban,-14,2744.51,0.061268643,0.11800000000000001,0.574,0.082722522,0.726178384,1,0,0.6633,0.0
H2016MA06,House,MA,06,2016,-100.0,Democrat,Extremely Urban,-4,1381.03,0.050236084,0.043,0.44,0.086274214,0.8208288340000001,1,0,0.5548,0.4015
H2016MA07,House,MA,07,2016,-100.0,Democrat,Extremely Urban,-31,11608.65,0.310678661,0.10400000000000001,0.429,0.219011873,0.40457028700000003,1,0,0.841,0.0
H2016MA08,House,MA,08,2016,-42.5,Democrat,Extremely Urban,-6,2229.11,0.103925399,0.083,0.46799999999999997,0.058771767,0.738990754,0,0,0.5862,0.0
H2016MA09,House,MA,09,2016,-20.81,Democrat,Extremely Urban,-5,598.91,0.043637302,0.015,0.359,0.04989709,0.865031198,0,0,0.5629,0.4346
H2016MD01,House,MD,01,2016,38.37,Republican,,14,181.7,0.131017417,0.023,0.306,0.037851188,0.800211992,0,0,0.3853,0.7042
H2016MD02,House,MD,02,2016,-28.96,Democrat,Extremely Urban,-10,2073.63,0.36517828700000005,0.053,0.33399999999999996,0.070428587,0.507256708,0,0,0.6418,0.3586
H2016MD03,House,MD,03,2016,-29.32,Democrat,Extremely Urban,-9,2367.64,0.220225051,0.075,0.47200000000000003,0.09301249699999999,0.597509105,0,0,0.6196,0.40299999999999997
H2016MD04,House,MD,04,2016,-52.65,Democrat,Extremely Urban,-26,2417.87,0.544152677,0.031,0.34,0.154480308,0.264071006,0,0,0.7909,0.2826
H2016MD05,House,MD,05,2016,-38.01,Democrat,Quite Urban,-14,486.4,0.40406239,0.042,0.337,0.086772777,0.460035965,0,0,0.6721,0.3572
H2016MD06,House,MD,06,2016,-15.87,Democrat,Extremely Urban,-4,373.51,0.156258985,0.111,0.415,0.132217124,0.591262086,0,0,0.5653,0.4825
H2016MD07,House,MD,07,2016,-53.08,Democrat,Extremely Urban,-24,1468.89,0.5582955479999999,0.075,0.37799999999999995,0.033577457000000005,0.327633295,0,0,0.7716,0.2701
H2016MD08,House,MD,08,2016,-26.36,Democrat,Extremely Urban,-11,839.12,0.135858476,0.094,0.556,0.149747044,0.601013681,0,0,0.632,0.3903
H2016ME01,House,ME,01,2016,-15.48,Democrat,Quite Rural,-9,202.15,0.021541377999999996,0.016,0.369,0.016687276,0.931736033,0,0,0.6094,0.2943
